periodo;sexo;region;provincia;nivel_geografico;ubicacion;causa_mortalidad;tipo_causa;tasa_mortalidad;riesgo_mortalidad;esperanza_vida;categoria_ev
2010;Hombres;España;Valencia;PROVINCIA;Valencia;Cancer;Neoplasia;372.21;Elevado;17.7;Baja
2010;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Valencia Hospital General;Cancer;Neoplasia;373.04;Elevado;18.1;Baja
2010;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Valencia La Fe;Cancer;Neoplasia;389.92;Elevado;17.4;Baja
2010;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Vilanova;Cancer;Neoplasia;363.24;Elevado;18.0;Baja
2010;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Xàtiva-Ontinyent;Cancer;Neoplasia;359.35;Elevado;17.6;Baja
2010;Mujeres;España;Alicante;HOSPITAL/ZONA SALUD;Alacant Hospital General;Cancer;Neoplasia;156.78;Moderado;23.1;Alta
2010;Mujeres;España;Alicante;HOSPITAL/ZONA SALUD;Alcoi;Cancer;Neoplasia;168.45;Moderado;22.2;Alta
2010;Mujeres;España;Alicante;PROVINCIA;Alicante;Cancer;Neoplasia;149.22;Moderado;22.9;Alta
2010;Mujeres;España;Alicante;HOSPITAL/ZONA SALUD;Elda;Cancer;Neoplasia;157.56;Moderado;22.3;Alta
2010;Mujeres;España;Alicante;HOSPITAL/ZONA SALUD;Elx Hospital General;Cancer;Neoplasia;152.11;Moderado;23.7;Alta
2010;Mujeres;España;Alicante;HOSPITAL/ZONA SALUD;Elx-Crevillent;Cancer;Neoplasia;216.47;Elevado;20.4;Media
2010;Mujeres;España;Alicante;HOSPITAL/ZONA SALUD;Marina Baixa;Cancer;Neoplasia;153.84;Moderado;24.3;Alta
2010;Mujeres;España;Alicante;HOSPITAL/ZONA SALUD;Orihuela;Cancer;Neoplasia;161.78;Moderado;21.2;Alta
2010;Mujeres;España;Alicante;HOSPITAL/ZONA SALUD;Sant Joan;Cancer;Neoplasia;155.99;Moderado;23.5;Alta
2010;Mujeres;España;Alicante;HOSPITAL/ZONA SALUD;Torrevieja;Cancer;Neoplasia;122.12;Moderado;26.3;Alta
2010;Mujeres;España;Castellón;HOSPITAL/ZONA SALUD;Castelló;Cancer;Neoplasia;156.81;Moderado;22.9;Alta
2010;Mujeres;España;Castellón;PROVINCIA;Castellón;Cancer;Neoplasia;153.44;Moderado;22.3;Alta
2010;Mujeres;España;Castellón;HOSPITAL/ZONA SALUD;La Plana;Cancer;Neoplasia;157.28;Moderado;22.0;Alta
2010;Mujeres;España;Castellón;HOSPITAL/ZONA SALUD;Vinarós;Cancer;Neoplasia;124.2;Moderado;23.0;Alta
2010;Mujeres;España;Comunitat Valenciana;COMUNIDAD AUTÓNOMA;Comunitat Valenciana;Cancer;Neoplasia;157.11;Moderado;22.4;Alta
2010;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Clínic Malvarrosa;Cancer;Neoplasia;153.09;Moderado;22.8;Alta
2010;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Doctor Peset;Cancer;Neoplasia;177.94;Moderado;22.5;Alta
2010;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Dénia;Cancer;Neoplasia;157.33;Moderado;22.9;Alta
2010;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Gandia;Cancer;Neoplasia;145.49;Moderado;23.1;Alta
2010;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Manises;Cancer;Neoplasia;170.91;Moderado;22.1;Alta
2010;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Requena;Cancer;Neoplasia;150.3;Moderado;20.8;Media
2010;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Ribera;Cancer;Neoplasia;162.2;Moderado;21.7;Alta
2010;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Sagunt;Cancer;Neoplasia;152.31;Moderado;22.5;Alta
2010;Mujeres;España;Valencia;PROVINCIA;Valencia;Cancer;Neoplasia;163.95;Moderado;22.1;Alta
2010;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Valencia Hospital General;Cancer;Neoplasia;165.32;Moderado;22.6;Alta
2010;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Valencia La Fe;Cancer;Neoplasia;149.99;Moderado;23.3;Alta
2010;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Vilanova;Cancer;Neoplasia;156.71;Moderado;22.3;Alta
2010;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Xàtiva-Ontinyent;Cancer;Neoplasia;172.41;Moderado;21.9;Alta
2011;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Alacant Hospital General;Cancer;Neoplasia;270.76;Elevado;20.3;Media
2011;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Alcoi;Cancer;Neoplasia;239.44;Elevado;20.6;Media
2011;Ambos sexos;España;Alicante;PROVINCIA;Alicante;Cancer;Neoplasia;221.62;Elevado;21.7;Alta
2011;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Elda;Cancer;Neoplasia;242.36;Elevado;21.1;Alta
2011;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Elx Hospital General;Cancer;Neoplasia;231.26;Elevado;21.4;Alta
2011;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Elx-Crevillent;Cancer;Neoplasia;266.47;Elevado;20.6;Media
2011;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Marina Baixa;Cancer;Neoplasia;212.0;Elevado;22.5;Alta
2011;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Orihuela;Cancer;Neoplasia;284.06;Elevado;19.6;Media
2011;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Sant Joan;Cancer;Neoplasia;251.74;Elevado;21.6;Alta
2011;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Torrevieja;Cancer;Neoplasia;171.32;Moderado;26.1;Alta
2011;Ambos sexos;España;Castellón;HOSPITAL/ZONA SALUD;Castelló;Cancer;Neoplasia;224.79;Elevado;21.3;Alta
2011;Ambos sexos;España;Castellón;PROVINCIA;Castellón;Cancer;Neoplasia;236.64;Elevado;20.6;Media
2011;Ambos sexos;España;Castellón;HOSPITAL/ZONA SALUD;La Plana;Cancer;Neoplasia;255.76;Elevado;20.0;Media
2011;Ambos sexos;España;Castellón;HOSPITAL/ZONA SALUD;Vinarós;Cancer;Neoplasia;210.46;Elevado;20.7;Media
2011;Ambos sexos;España;Comunitat Valenciana;COMUNIDAD AUTÓNOMA;Comunitat Valenciana;Cancer;Neoplasia;240.39;Elevado;20.8;Media
2011;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Clínic Malvarrosa;Cancer;Neoplasia;231.47;Elevado;21.2;Alta
2011;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Doctor Peset;Cancer;Neoplasia;249.24;Elevado;20.5;Media
2011;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Dénia;Cancer;Neoplasia;234.95;Elevado;22.4;Alta
2011;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Gandia;Cancer;Neoplasia;269.11;Elevado;20.5;Media
2011;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Manises;Cancer;Neoplasia;251.97;Elevado;20.1;Media
2011;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Requena;Cancer;Neoplasia;221.56;Elevado;20.0;Media
2011;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Ribera;Cancer;Neoplasia;263.97;Elevado;19.6;Media
2011;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Sagunt;Cancer;Neoplasia;268.69;Elevado;20.5;Media
2011;Ambos sexos;España;Valencia;PROVINCIA;Valencia;Cancer;Neoplasia;256.48;Elevado;20.2;Media
2011;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Valencia Hospital General;Cancer;Neoplasia;264.85;Elevado;20.6;Media
2011;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Valencia La Fe;Cancer;Neoplasia;243.86;Elevado;21.1;Alta
2011;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Vilanova;Cancer;Neoplasia;251.88;Elevado;20.4;Media
2011;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Xàtiva-Ontinyent;Cancer;Neoplasia;240.34;Elevado;20.0;Media
2011;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Alacant Hospital General;Cancer;Neoplasia;405.58;Elevado;18.1;Baja
2011;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Alcoi;Cancer;Neoplasia;351.97;Elevado;18.3;Baja
2011;Hombres;España;Alicante;PROVINCIA;Alicante;Cancer;Neoplasia;304.97;Elevado;20.1;Media
2011;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Elda;Cancer;Neoplasia;338.28;Elevado;19.1;Media
2011;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Elx Hospital General;Cancer;Neoplasia;358.29;Elevado;19.2;Media
2011;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Elx-Crevillent;Cancer;Neoplasia;364.58;Elevado;18.5;Baja
2011;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Marina Baixa;Cancer;Neoplasia;294.63;Elevado;20.7;Media
2011;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Orihuela;Cancer;Neoplasia;399.81;Elevado;17.7;Baja
2011;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Sant Joan;Cancer;Neoplasia;339.38;Elevado;19.6;Media
2011;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Torrevieja;Cancer;Neoplasia;229.85;Elevado;25.1;Alta
2011;Hombres;España;Castellón;HOSPITAL/ZONA SALUD;Castelló;Cancer;Neoplasia;317.08;Elevado;19.1;Media
2011;Hombres;España;Castellón;PROVINCIA;Castellón;Cancer;Neoplasia;340.73;Elevado;18.5;Baja
2011;Hombres;España;Castellón;HOSPITAL/ZONA SALUD;La Plana;Cancer;Neoplasia;385.16;Elevado;17.8;Baja
2011;Hombres;España;Castellón;HOSPITAL/ZONA SALUD;Vinarós;Cancer;Neoplasia;301.05;Elevado;18.9;Baja
2011;Hombres;España;Comunitat Valenciana;COMUNIDAD AUTÓNOMA;Comunitat Valenciana;Cancer;Neoplasia;344.91;Elevado;18.7;Baja
2011;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Clínic Malvarrosa;Cancer;Neoplasia;340.8;Elevado;18.7;Baja
2011;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Doctor Peset;Cancer;Neoplasia;363.02;Elevado;17.8;Baja
2011;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Dénia;Cancer;Neoplasia;314.4;Elevado;20.7;Media
2011;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Gandia;Cancer;Neoplasia;402.78;Elevado;17.8;Baja
2011;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Manises;Cancer;Neoplasia;358.44;Elevado;18.4;Baja
2011;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Requena;Cancer;Neoplasia;320.14;Elevado;18.4;Baja
2011;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Ribera;Cancer;Neoplasia;386.71;Elevado;17.6;Baja
2011;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Sagunt;Cancer;Neoplasia;393.68;Elevado;18.2;Baja
2011;Hombres;España;Valencia;PROVINCIA;Valencia;Cancer;Neoplasia;380.63;Elevado;17.8;Baja
2011;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Valencia Hospital General;Cancer;Neoplasia;410.92;Elevado;17.8;Baja
2011;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Valencia La Fe;Cancer;Neoplasia;361.84;Elevado;18.8;Baja
2011;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Vilanova;Cancer;Neoplasia;364.63;Elevado;18.3;Baja
2011;Hombres;España;Valencia;HOSPITAL/ZONA SALUD;Xàtiva-Ontinyent;Cancer;Neoplasia;345.5;Elevado;17.8;Baja
2011;Mujeres;España;Alicante;HOSPITAL/ZONA SALUD;Alacant Hospital General;Cancer;Neoplasia;175.84;Moderado;22.3;Alta
2011;Mujeres;España;Alicante;HOSPITAL/ZONA SALUD;Alcoi;Cancer;Neoplasia;158.02;Moderado;22.5;Alta
2011;Mujeres;España;Alicante;PROVINCIA;Alicante;Cancer;Neoplasia;155.12;Moderado;23.3;Alta
2011;Mujeres;España;Alicante;HOSPITAL/ZONA SALUD;Elda;Cancer;Neoplasia;173.09;Moderado;22.9;Alta
2011;Mujeres;España;Alicante;HOSPITAL/ZONA SALUD;Elx Hospital General;Cancer;Neoplasia;137.39;Moderado;23.3;Alta
2011;Mujeres;España;Alicante;HOSPITAL/ZONA SALUD;Elx-Crevillent;Cancer;Neoplasia;193.34;Moderado;22.5;Alta
2011;Mujeres;España;Alicante;HOSPITAL/ZONA SALUD;Marina Baixa;Cancer;Neoplasia;141.14;Moderado;24.2;Alta
2011;Mujeres;España;Alicante;HOSPITAL/ZONA SALUD;Orihuela;Cancer;Neoplasia;193.15;Moderado;21.5;Alta
2011;Mujeres;España;Alicante;HOSPITAL/ZONA SALUD;Sant Joan;Cancer;Neoplasia;189.64;Moderado;23.3;Alta
2011;Mujeres;España;Alicante;HOSPITAL/ZONA SALUD;Torrevieja;Cancer;Neoplasia;114.58;Moderado;27.5;Alta
2011;Mujeres;España;Castellón;HOSPITAL/ZONA SALUD;Castelló;Cancer;Neoplasia;154.48;Moderado;23.3;Alta
2011;Mujeres;España;Castellón;PROVINCIA;Castellón;Cancer;Neoplasia;158.22;Moderado;22.5;Alta
2011;Mujeres;España;Castellón;HOSPITAL/ZONA SALUD;La Plana;Cancer;Neoplasia;161.85;Moderado;22.1;Alta
2011;Mujeres;España;Castellón;HOSPITAL/ZONA SALUD;Vinarós;Cancer;Neoplasia;138.47;Moderado;22.4;Alta
2011;Mujeres;España;Comunitat Valenciana;COMUNIDAD AUTÓNOMA;Comunitat Valenciana;Cancer;Neoplasia;162.63;Moderado;22.6;Alta
2011;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Clínic Malvarrosa;Cancer;Neoplasia;159.11;Moderado;23.3;Alta
2011;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Doctor Peset;Cancer;Neoplasia;172.85;Moderado;22.8;Alta
2011;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Dénia;Cancer;Neoplasia;166.77;Moderado;24.1;Alta
2011;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Gandia;Cancer;Neoplasia;176.11;Moderado;23.1;Alta
2011;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Manises;Cancer;Neoplasia;169.43;Moderado;21.6;Alta
2011;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Requena;Cancer;Neoplasia;140.05;Moderado;21.6;Alta
2011;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Ribera;Cancer;Neoplasia;171.39;Moderado;21.5;Alta
2011;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Sagunt;Cancer;Neoplasia;177.01;Moderado;22.6;Alta
2011;Mujeres;España;Valencia;PROVINCIA;Valencia;Cancer;Neoplasia;169.3;Moderado;22.2;Alta
2011;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Valencia Hospital General;Cancer;Neoplasia;164.19;Moderado;23.0;Alta
2011;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Valencia La Fe;Cancer;Neoplasia;163.03;Moderado;23.0;Alta
2011;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Vilanova;Cancer;Neoplasia;169.3;Moderado;22.2;Alta
2011;Mujeres;España;Valencia;HOSPITAL/ZONA SALUD;Xàtiva-Ontinyent;Cancer;Neoplasia;160.36;Moderado;22.0;Alta
2012;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Alacant Hospital General;Cancer;Neoplasia;238.49;Elevado;20.4;Media
2012;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Alcoi;Cancer;Neoplasia;260.76;Elevado;19.9;Media
2012;Ambos sexos;España;Alicante;PROVINCIA;Alicante;Cancer;Neoplasia;211.9;Elevado;21.4;Alta
2012;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Elda;Cancer;Neoplasia;233.84;Elevado;19.9;Media
2012;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Elx Hospital General;Cancer;Neoplasia;253.72;Elevado;20.8;Media
2012;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Elx-Crevillent;Cancer;Neoplasia;242.54;Elevado;19.8;Media
2012;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Marina Baixa;Cancer;Neoplasia;247.07;Elevado;20.2;Media
2012;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Orihuela;Cancer;Neoplasia;222.18;Elevado;20.7;Media
2012;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Sant Joan;Cancer;Neoplasia;232.0;Elevado;20.8;Media
2012;Ambos sexos;España;Alicante;HOSPITAL/ZONA SALUD;Torrevieja;Cancer;Neoplasia;199.85;Moderado;22.2;Alta
2012;Ambos sexos;España;Castellón;HOSPITAL/ZONA SALUD;Castelló;Cancer;Neoplasia;232.81;Elevado;21.0;Alta
2012;Ambos sexos;España;Castellón;PROVINCIA;Castellón;Cancer;Neoplasia;225.43;Elevado;20.8;Media
2012;Ambos sexos;España;Castellón;HOSPITAL/ZONA SALUD;La Plana;Cancer;Neoplasia;218.65;Elevado;20.5;Media
2012;Ambos sexos;España;Castellón;HOSPITAL/ZONA SALUD;Vinarós;Cancer;Neoplasia;231.64;Elevado;20.8;Media
2012;Ambos sexos;España;Comunitat Valenciana;COMUNIDAD AUTÓNOMA;Comunitat Valenciana;Cancer;Neoplasia;232.96;Elevado;20.7;Media
2012;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Clínic Malvarrosa;Cancer;Neoplasia;244.82;Elevado;21.1;Alta
2012;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Doctor Peset;Cancer;Neoplasia;260.24;Elevado;21.7;Alta
2012;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Dénia;Cancer;Neoplasia;249.62;Elevado;20.4;Media
2012;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Gandia;Cancer;Neoplasia;248.92;Elevado;19.9;Media
2012;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Manises;Cancer;Neoplasia;251.66;Elevado;19.7;Media
2012;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Requena;Cancer;Neoplasia;218.25;Elevado;20.8;Media
2012;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Ribera;Cancer;Neoplasia;258.37;Elevado;19.6;Media
2012;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Sagunt;Cancer;Neoplasia;252.41;Elevado;20.3;Media
2012;Ambos sexos;España;Valencia;PROVINCIA;Valencia;Cancer;Neoplasia;251.9;Elevado;20.2;Media
2012;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Valencia Hospital General;Cancer;Neoplasia;236.61;Elevado;20.6;Media
2012;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Valencia La Fe;Cancer;Neoplasia;248.49;Elevado;20.8;Media
2012;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Vilanova;Cancer;Neoplasia;258.2;Elevado;19.6;Media
2012;Ambos sexos;España;Valencia;HOSPITAL/ZONA SALUD;Xàtiva-Ontinyent;Cancer;Neoplasia;254.82;Elevado;19.4;Media
2012;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Alacant Hospital General;Cancer;Neoplasia;353.82;Elevado;17.8;Baja
2012;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Alcoi;Cancer;Neoplasia;400.65;Elevado;17.5;Baja
2012;Hombres;España;Alicante;PROVINCIA;Alicante;Cancer;Neoplasia;292.32;Elevado;19.6;Media
2012;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Elda;Cancer;Neoplasia;301.46;Elevado;18.1;Baja
2012;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Elx Hospital General;Cancer;Neoplasia;380.32;Elevado;18.7;Baja
2012;Hombres;España;Alicante;HOSPITAL/ZONA SALUD;Elx-Crevillent;Cancer;Neoplasia;341.8;Elevado;17.9;Baja
